Gender,Married,Dependents,Education,Employment_Status,Applicant_Income,Coapplicant_Income,Loan_Amount,Loan_Term_Months,Credit_History,Property_Area,Age,Loan_Status,CIBIL_Score,Annual_Household_Income,Debt_to_Income_Ratio,Purpose_of_Loan,Existing_EMIs,Number_of_Previous_Loans,Default_History_Count,Employment_Length_Years,Asset_Value,Guarantor,Co-signer_Relationship,Monthly_Expense,Organization_Type,Region_Branch,Mobile_Verified,Email_Verified,Loan_to_Annual_Income,Customer_Sentiment,State,Occupation
Female,No,0,Graduate,Salaried,60413,0,266403,48,1,Semiurban,35,Approved,688,724956,0.131,Education,7924,1,0,1,2808634,No,Friend,28704,Private,BLR-003,Yes,Yes,0.367,Positive,Maharashtra,Shopkeeper
Female,Yes,3,Graduate,Salaried,58890,0,87357,24,1,Semiurban,38,Approved,789,706680,0.675,Personal,39747,0,0,3,1802663,No,Spouse,21309,Government,MUM-002,Yes,Yes,0.124,Positive,Uttar Pradesh,Shopkeeper
Male,No,3,Graduate,Salaried,40851,28807,213254,180,1,Rural,20,Approved,821,835896,0.102,Business,7127,0,0,0,2086135,No,Spouse,32877,Private,PUNE-006,Yes,Yes,0.255,Positive,Punjab,Shopkeeper
Female,Yes,0,Graduate,Salaried,37868,0,6207776,240,1,Urban,36,Rejected,628,454416,0.689,Home,26085,1,0,0,1318808,No,Unknown,16524,MNC,CHN-007,No,Yes,13.661,Neutral,Gujarat,Farmer
Male,No,0,Graduate,Self-Employed,49228,39783,1484144,360,0,Urban,39,Approved,577,1068132,0.232,Business,20639,1,0,0,3549443,No,Parent,31113,Startup,DEL-001,Yes,Yes,1.389,Positive,Kerala,Civil Engineer
Male,Yes,2,Graduate,Salaried,60874,0,748358,36,1,Rural,40,Rejected,666,730488,0.348,Auto,21182,2,0,1,2054082,No,Unknown,27249,Public,KOL-004,Yes,Yes,1.024,Neutral,Gujarat,Civil Engineer
Female,Yes,3,Graduate,Unemployed,6168,3259,1642230,180,1,Semiurban,46,Approved,643,113124,0.0,Business,0,0,0,1,0,Yes,Unknown,7710,Startup,MUM-002,Yes,Yes,14.517,Neutral,Tamil Nadu,Small Business Owner
Male,No,1,Graduate,Salaried,27464,0,190854,24,1,Semiurban,49,Approved,740,329568,0.413,Renovation,11338,0,0,0,1381153,No,Parent,8343,Startup,BLR-003,Yes,Yes,0.579,Neutral,Telangana,Bank Officer
Male,No,2,Graduate,Self-Employed,41635,13330,373421,360,0,Semiurban,18,Approved,587,659580,0.595,Home,32710,1,0,3,1997563,No,Unknown,20303,MNC,DEL-001,Yes,Yes,0.566,Neutral,West Bengal,Delivery Partner
Female,Yes,2,Graduate,Retired,26866,0,1480984,60,1,Rural,30,Rejected,633,322392,3.068,Business,82436,0,0,9,321277,No,Spouse,10566,Public,CHN-007,Yes,Yes,4.594,Neutral,Delhi,Factory Worker
Male,No,1,Graduate,Salaried,59584,0,186421,24,0,Rural,45,Approved,516,715008,0.08,Renovation,4765,2,0,0,1582487,No,Spouse,27673,MNC,HYD-005,Yes,Yes,0.261,Positive,Punjab,Chartered Accountant
Female,Yes,0,Not Graduate,Salaried,38921,0,86915,60,1,Rural,33,Approved,609,467052,0.0,Personal,0,1,0,1,1044727,No,Parent,13048,Private,KOL-004,Yes,Yes,0.186,Neutral,Uttar Pradesh,Marketing Executive
Male,No,1,Graduate,Unemployed,13432,0,97602,36,1,Rural,37,Approved,669,161184,0.501,Education,6723,2,0,0,762831,No,Unknown,5149,MNC,BLR-003,No,Yes,0.606,Neutral,Karnataka,IT Consultant
Male,Yes,0,Graduate,Self-Employed,3000,0,284721,48,1,Urban,30,Approved,714,36000,0.0,Renovation,0,0,0,0,523928,No,Unknown,3000,MNC,MUM-002,Yes,Yes,7.909,Neutral,Telangana,Civil Engineer
Female,No,2,Graduate,Salaried,106490,0,684787,72,1,Urban,51,Approved,639,1277880,0.401,Auto,42661,0,0,4,2509521,No,Spouse,61243,Private,DEL-001,No,Yes,0.536,Neutral,Punjab,Civil Engineer
Male,Yes,3,Not Graduate,Salaried,42701,42393,932831,60,0,Semiurban,27,Approved,549,1021128,0.069,Auto,5853,0,0,4,3029500,No,Parent,41322,MNC,DEL-001,Yes,Yes,0.914,Positive,Delhi,Government Officer
Male,Yes,0,Graduate,Self-Employed,70799,0,162912,12,1,Urban,32,Approved,634,849588,0.433,Medical,30628,0,0,6,2180699,No,Friend,30782,Public,KOL-004,Yes,Yes,0.192,Neutral,Punjab,Teacher
Male,No,1,Graduate,Salaried,30865,0,431752,36,1,Semiurban,28,Approved,636,370380,0.214,Personal,6605,1,0,3,1227178,Yes,Parent,14074,Private,HYD-005,Yes,Yes,1.166,Neutral,Tamil Nadu,Government Officer
Female,No,1,Graduate,Self-Employed,89926,0,6334190,120,1,Semiurban,35,Approved,682,1079112,0.0,Home,0,0,0,1,2323738,No,Parent,34361,Public,MUM-002,Yes,Yes,5.87,Negative,Kerala,Factory Worker
Male,Yes,1,Not Graduate,Salaried,70946,0,9640979,360,1,Rural,27,Rejected,642,851352,0.557,Home,39491,1,0,9,2479338,No,Spouse,30449,Public,BLR-003,Yes,Yes,11.324,Neutral,Kerala,Marketing Executive
Male,Yes,1,Graduate,Salaried,65440,71260,4509778,360,1,Rural,42,Approved,641,1640400,0.136,Home,18618,1,0,1,5372009,No,Unknown,56156,MNC,BLR-003,Yes,Yes,2.749,Negative,Gujarat,Bank Officer
Male,Yes,0,Not Graduate,Self-Employed,40563,0,3787056,300,1,Semiurban,22,Rejected,653,486756,0.665,Home,26979,1,0,4,1732175,No,Spouse,19988,Public,BLR-003,No,Yes,7.78,Positive,Tamil Nadu,Teacher
Female,Yes,0,Graduate,Self-Employed,84424,83158,7389405,240,1,Urban,36,Approved,625,2010984,0.16,Home,26882,0,0,2,6140783,No,Spouse,77590,Startup,KOL-004,Yes,No,3.675,Neutral,Punjab,Farmer
Male,No,0,Graduate,Self-Employed,23344,0,982018,48,1,Semiurban,27,Rejected,659,280128,2.204,Auto,51447,1,0,2,1188699,No,Unknown,4920,Startup,KOL-004,No,Yes,3.506,Neutral,Gujarat,Shopkeeper
Female,Yes,2,Not Graduate,Self-Employed,64993,0,6341312,360,1,Urban,43,Approved,662,779916,0.0,Home,0,0,0,4,1803377,No,Parent,31686,Government,CHN-007,Yes,Yes,8.131,Positive,Gujarat,Teacher
Female,No,0,Not Graduate,Self-Employed,24586,42,497456,180,1,Semiurban,47,Approved,640,295536,0.181,Business,4458,0,0,3,1890678,No,Spouse,16756,Government,PUNE-006,Yes,Yes,1.683,Neutral,Maharashtra,Shopkeeper
Male,Yes,1,Graduate,Salaried,38524,0,246883,360,0,Semiurban,39,Rejected,594,462288,0.973,Home,37487,0,1,5,1225854,No,Spouse,16075,Public,CHN-007,Yes,Yes,0.534,Neutral,Maharashtra,Civil Engineer
Male,Yes,3,Graduate,Salaried,40082,0,339798,24,1,Urban,23,Approved,681,480984,0.289,Personal,11571,0,0,0,2154624,No,Unknown,12686,Private,HYD-005,Yes,No,0.706,Positive,Telangana,Civil Engineer
Male,No,0,Graduate,Unemployed,4309,2539,4920755,240,1,Rural,29,Approved,633,82176,0.0,Home,0,0,0,1,265712,No,Friend,6848,Government,PUNE-006,Yes,Yes,59.881,Neutral,Uttar Pradesh,IT Consultant
Female,No,0,Graduate,Salaried,42026,0,19968,48,1,Semiurban,37,Approved,707,504312,0.355,Auto,14932,1,0,2,1329004,No,Spouse,21083,Private,HYD-005,Yes,Yes,0.04,Neutral,Telangana,Customer Support Executive
Male,Yes,2,Not Graduate,Salaried,55496,0,277405,36,0,Rural,25,Rejected,614,665952,0.436,Renovation,24200,0,2,0,2613098,No,Unknown,18281,MNC,MUM-002,Yes,Yes,0.417,Negative,Telangana,Teacher
Male,Yes,1,Graduate,Self-Employed,14333,0,539868,24,0,Urban,37,Rejected,665,171996,1.765,Renovation,25294,0,1,0,1129127,No,Company,5819,Public,CHN-007,Yes,Yes,3.139,Neutral,Kerala,Driver
Male,No,2,Graduate,Salaried,5000,0,704824,240,1,Semiurban,28,Rejected,709,60000,1.661,Business,8306,1,0,1,23338,No,Company,2000,Private,PUNE-006,Yes,Yes,11.747,Negative,Punjab,Factory Worker
Male,No,1,Graduate,Retired,33195,0,235773,36,0,Urban,35,Rejected,566,398340,1.812,Personal,60147,1,0,4,1648609,No,Spouse,14870,Private,PUNE-006,Yes,No,0.592,Positive,Maharashtra,Delivery Partner
Male,Yes,1,Not Graduate,Salaried,58603,0,2123599,60,1,Rural,19,Approved,636,703236,0.0,Business,0,2,0,1,2736239,No,Sibling,21184,Government,HYD-005,Yes,Yes,3.02,Positive,Gujarat,Software Engineer
Male,Yes,3,Graduate,Retired,18321,0,3278196,360,1,Urban,38,Approved,682,219852,0.829,Home,15185,2,0,11,1365311,No,Unknown,2000,Public,KOL-004,Yes,Yes,14.911,Negative,Kerala,IT Consultant
Male,No,1,Graduate,Self-Employed,10141,12632,1278283,240,1,Urban,38,Rejected,686,273276,0.976,Home,22218,0,0,2,291890,No,Parent,7304,MNC,MUM-002,Yes,Yes,4.678,Negative,Maharashtra,Farmer
Male,Yes,0,Not Graduate,Salaried,59322,0,301278,48,0,Semiurban,39,Approved,492,711864,0.0,Renovation,0,0,2,0,1544697,Yes,Spouse,24074,Government,KOL-004,Yes,Yes,0.423,Neutral,Delhi,Teacher
Male,Yes,3,Not Graduate,Salaried,66471,0,143751,24,1,Urban,23,Approved,630,797652,0.179,Personal,11925,3,0,6,1607893,No,Spouse,29422,MNC,MUM-002,No,Yes,0.18,Neutral,Uttar Pradesh,Software Engineer
Female,Yes,3,Graduate,Unemployed,9614,0,220451,48,0,Rural,28,Rejected,506,115368,3.672,Renovation,35307,0,0,0,476892,No,Unknown,2000,Private,CHN-007,No,Yes,1.911,Neutral,West Bengal,Electrician
Male,Yes,2,Not Graduate,Salaried,50523,15191,215947,12,1,Urban,20,Approved,646,788568,0.0,Personal,0,1,0,0,2025994,No,Friend,31024,MNC,CHN-007,Yes,Yes,0.274,Negative,Delhi,Small Business Owner
Female,Yes,1,Graduate,Salaried,25447,0,2593750,360,1,Rural,31,Rejected,660,305364,0.63,Home,16034,1,0,0,1936016,No,Unknown,11446,Public,PUNE-006,Yes,Yes,8.494,Negative,Uttar Pradesh,Factory Worker
Female,Yes,0,Graduate,Salaried,24204,0,122149,36,1,Urban,40,Approved,765,290448,0.125,Renovation,3029,0,0,7,755656,No,Parent,10778,Government,KOL-004,Yes,Yes,0.421,Neutral,Karnataka,Nurse
Male,Yes,0,Graduate,Salaried,56322,0,744990,48,1,Urban,35,Approved,639,675864,0.605,Auto,34097,0,0,4,2048544,No,Sibling,26487,Private,DEL-001,Yes,Yes,1.102,Negative,West Bengal,Teacher
Male,Yes,1,Graduate,Self-Employed,15603,0,1784839,240,1,Rural,26,Rejected,620,187236,1.818,Business,28360,0,0,2,1109878,Yes,Spouse,4260,MNC,HYD-005,Yes,Yes,9.533,Neutral,Delhi,Farmer
Male,Yes,1,Not Graduate,Salaried,27580,0,11054290,300,1,Semiurban,35,Approved,731,330960,0.0,Home,0,2,0,15,1465048,No,Friend,17937,Private,PUNE-006,Yes,Yes,33.401,Positive,Punjab,Shopkeeper
Male,No,2,Graduate,Unemployed,11552,0,5405347,180,1,Urban,40,Rejected,656,138624,2.315,Home,26747,2,0,2,1002990,No,Company,11552,MNC,MUM-002,Yes,Yes,38.993,Negative,Karnataka,Delivery Partner
Female,No,0,Not Graduate,Self-Employed,48780,0,1808345,300,1,Semiurban,18,Approved,657,585360,0.0,Home,0,0,0,3,2813965,No,Parent,29137,Government,CHN-007,Yes,Yes,3.089,Neutral,Tamil Nadu,Chartered Accountant
Male,Yes,0,Graduate,Salaried,58900,57943,3956829,300,0,Urban,34,Rejected,557,1402116,0.311,Home,36283,1,0,1,4141763,Yes,Parent,53474,Government,HYD-005,Yes,Yes,2.822,Negative,Kerala,Chartered Accountant
Male,Yes,0,Graduate,Self-Employed,44877,0,173334,48,0,Semiurban,30,Approved,587,538524,0.76,Renovation,34122,4,0,4,2489223,Yes,Parent,14791,Startup,HYD-005,Yes,Yes,0.322,Negative,Maharashtra,Bank Officer
Female,No,0,Graduate,Salaried,68909,89060,5353682,240,1,Urban,23,Approved,716,1895628,0.079,Home,12502,3,0,0,6086434,No,Spouse,67608,Government,PUNE-006,Yes,Yes,2.824,Negative,Kerala,Shopkeeper
Female,Yes,0,Graduate,Salaried,32897,10064,1344796,360,1,Rural,39,Approved,667,515532,0.0,Business,0,2,0,5,563571,No,Sibling,21549,Government,MUM-002,No,Yes,2.609,Neutral,Telangana,Factory Worker
Male,No,3,Not Graduate,Salaried,13013,0,7987729,120,0,Urban,36,Rejected,509,156156,0.753,Home,9795,2,2,0,289154,No,Unknown,8895,Startup,DEL-001,Yes,Yes,51.152,Negative,Uttar Pradesh,Medical Representative
Male,Yes,1,Graduate,Self-Employed,60815,65745,762471,60,1,Urban,39,Approved,685,1518720,0.0,Business,0,1,0,6,4391926,Yes,Parent,62051,MNC,HYD-005,Yes,Yes,0.502,Neutral,Tamil Nadu,Teacher
Male,No,1,Graduate,Salaried,47459,0,1377005,36,0,Semiurban,43,Rejected,446,569508,0.166,Auto,7861,1,1,0,1473634,No,Company,20663,Startup,BLR-003,Yes,Yes,2.418,Positive,Telangana,Marketing Executive
Male,Yes,1,Not Graduate,Unemployed,16261,0,6013885,300,1,Semiurban,30,Rejected,774,195132,0.838,Home,13626,1,0,2,281819,No,Sibling,2185,MNC,KOL-004,Yes,Yes,30.82,Positive,Maharashtra,Medical Representative
Female,No,2,Graduate,Self-Employed,13714,0,2395460,360,0,Rural,34,Rejected,571,164568,2.733,Business,37477,0,0,1,608032,No,Unknown,2000,Government,CHN-007,Yes,Yes,14.556,Neutral,Delhi,Small Business Owner
Female,No,0,Not Graduate,Salaried,31559,0,3626027,180,1,Urban,38,Rejected,674,378708,0.389,Home,12275,0,0,5,565510,Yes,Spouse,11101,Public,HYD-005,Yes,Yes,9.575,Negative,Punjab,Software Engineer
Male,Yes,0,Graduate,Unemployed,3603,2045,1221311,300,1,Semiurban,50,Rejected,619,67776,3.921,Home,22143,0,0,1,0,No,Unknown,2000,Startup,HYD-005,No,Yes,18.02,Neutral,Karnataka,Shopkeeper
Male,No,2,Not Graduate,Salaried,61964,0,1068155,360,1,Semiurban,35,Approved,701,743568,0.148,Home,9160,0,0,1,2190608,No,Unknown,22363,Government,PUNE-006,Yes,Yes,1.437,Negative,Punjab,Teacher
Female,Yes,0,Graduate,Self-Employed,77815,0,483412,72,0,Semiurban,32,Approved,555,933780,0.0,Auto,0,0,1,1,2908102,No,Friend,36072,MNC,BLR-003,No,Yes,0.518,Neutral,Delhi,Customer Support Executive
Male,Yes,0,Graduate,Salaried,75255,0,2144434,360,1,Rural,23,Approved,722,903060,0.292,Business,21943,0,0,3,3050149,No,Spouse,29732,Private,PUNE-006,Yes,Yes,2.375,Positive,Tamil Nadu,Small Business Owner
Male,Yes,2,Not Graduate,Unemployed,22066,25070,5752191,180,1,Semiurban,28,Approved,692,565632,0.536,Home,25271,1,0,0,321106,No,Company,25456,Private,BLR-003,Yes,Yes,10.169,Negative,Maharashtra,Factory Worker
Female,Yes,0,Graduate,Salaried,45864,0,3689458,300,0,Semiurban,25,Rejected,547,550368,0.167,Home,7681,2,0,0,1917063,No,Sibling,20408,Government,DEL-001,Yes,No,6.704,Negative,Gujarat,Factory Worker
Male,Yes,2,Graduate,Unemployed,7936,5756,2403209,360,1,Urban,36,Approved,633,164304,0.0,Business,0,1,0,0,0,No,Sibling,12775,Public,CHN-007,Yes,Yes,14.627,Negative,Maharashtra,Government Officer
Female,Yes,0,Not Graduate,Unemployed,21740,0,427872,24,1,Rural,49,Approved,757,260880,0.0,Renovation,0,0,0,2,844858,Yes,Sibling,10266,MNC,HYD-005,Yes,No,1.64,Neutral,Punjab,Delivery Partner
Male,Yes,2,Graduate,Self-Employed,39294,0,647871,360,1,Urban,29,Approved,748,471528,0.701,Home,27532,0,0,1,966349,No,Unknown,23663,MNC,PUNE-006,Yes,Yes,1.374,Neutral,West Bengal,IT Consultant
Male,No,0,Graduate,Self-Employed,26018,0,1180510,36,1,Urban,43,Approved,776,312216,0.325,Auto,8443,0,0,7,1722631,No,Company,16730,MNC,KOL-004,Yes,Yes,3.781,Neutral,Kerala,Civil Engineer
Male,No,1,Not Graduate,Salaried,71852,64248,1034473,120,1,Urban,36,Approved,625,1633200,0.247,Home,33583,0,0,2,4654676,No,Spouse,65603,Government,MUM-002,Yes,No,0.633,Negative,Telangana,Civil Engineer
Male,No,3,Not Graduate,Self-Employed,53112,28098,6269592,300,0,Rural,33,Rejected,623,974520,0.727,Home,59007,1,2,1,2880863,No,Friend,42432,Public,KOL-004,Yes,Yes,6.434,Negative,Punjab,Delivery Partner
Male,Yes,0,Graduate,Salaried,79206,0,1001651,240,0,Urban,36,Approved,545,950472,0.0,Business,0,0,0,8,2681195,No,Unknown,26727,Public,PUNE-006,Yes,No,1.054,Negative,West Bengal,Bank Officer
Female,Yes,1,Graduate,Salaried,31574,0,379635,36,1,Rural,18,Approved,832,378888,0.0,Medical,0,0,0,0,1204117,Yes,Spouse,17012,Government,PUNE-006,Yes,Yes,1.002,Neutral,Kerala,Medical Representative
Female,No,2,Graduate,Salaried,82347,96616,120172,48,1,Rural,54,Approved,759,2147556,0.0,Personal,0,2,0,3,5884069,No,Sibling,83751,Private,BLR-003,Yes,No,0.056,Positive,Gujarat,Marketing Executive
Female,No,3,Graduate,Unemployed,10667,0,8633990,300,1,Semiurban,44,Approved,732,128004,0.0,Home,0,3,0,0,175620,No,Spouse,10667,Government,CHN-007,Yes,No,67.451,Negative,Telangana,Marketing Executive
Male,No,1,Not Graduate,Self-Employed,51930,0,124145,48,0,Rural,28,Rejected,501,623160,0.067,Auto,3460,1,2,0,1527375,No,Parent,30818,Startup,KOL-004,Yes,Yes,0.199,Negative,Maharashtra,Chartered Accountant
Male,No,2,Not Graduate,Salaried,39222,0,7332649,360,0,Rural,33,Rejected,555,470664,0.235,Home,9199,2,0,10,1074136,No,Spouse,21120,MNC,KOL-004,Yes,Yes,15.579,Neutral,Maharashtra,Driver
Male,No,0,Graduate,Self-Employed,5719,0,2718608,240,1,Semiurban,45,Rejected,615,68628,1.398,Business,7996,0,0,0,6101,No,Sibling,2000,Government,HYD-005,Yes,Yes,39.614,Positive,Uttar Pradesh,Chartered Accountant
Male,Yes,0,Graduate,Retired,13514,0,723635,180,1,Rural,25,Rejected,710,162168,0.588,Business,7945,0,0,2,1208859,No,Company,2000,Public,BLR-003,Yes,Yes,4.462,Negative,Gujarat,Teacher
Female,No,1,Not Graduate,Self-Employed,67059,0,203016,24,1,Rural,33,Approved,653,804708,0.0,Personal,0,0,0,2,2022714,No,Spouse,26932,Startup,CHN-007,Yes,Yes,0.252,Negative,Uttar Pradesh,Small Business Owner
Female,Yes,0,Graduate,Self-Employed,5603,2672,1536115,240,0,Semiurban,41,Rejected,547,99300,7.965,Business,65912,0,0,5,0,Yes,Parent,2000,Government,BLR-003,Yes,Yes,15.469,Neutral,West Bengal,IT Consultant
Female,Yes,0,Graduate,Self-Employed,52590,0,1093264,180,1,Rural,32,Approved,632,631080,0.0,Home,0,0,0,3,2320887,Yes,Unknown,30334,Startup,CHN-007,Yes,Yes,1.732,Negative,Tamil Nadu,Government Officer
Male,Yes,0,Graduate,Salaried,39728,6542,11510770,240,0,Urban,37,Rejected,580,555240,0.697,Home,32273,0,0,3,3047377,No,Spouse,16151,Government,PUNE-006,No,Yes,20.731,Positive,Karnataka,IT Consultant
Female,No,0,Graduate,Salaried,60823,84196,1868862,60,1,Rural,18,Approved,606,1740228,0.057,Auto,8245,0,0,2,4468523,No,Company,66727,Private,HYD-005,Yes,No,1.074,Neutral,Tamil Nadu,Bank Officer
Female,No,0,Graduate,Salaried,57177,0,10157196,300,1,Rural,45,Rejected,647,686124,0.489,Home,27986,0,0,0,1858430,No,Unknown,32900,Private,HYD-005,No,No,14.804,Neutral,Punjab,Civil Engineer
Male,Yes,0,Graduate,Self-Employed,69834,0,440085,60,1,Urban,35,Approved,782,838008,0.046,Personal,3213,1,0,2,1603580,No,Parent,32879,Government,PUNE-006,Yes,Yes,0.525,Positive,Punjab,Customer Support Executive
Male,Yes,0,Graduate,Self-Employed,38514,0,203195,48,1,Urban,34,Approved,698,462168,0.0,Medical,0,1,0,6,1765588,No,Friend,13942,MNC,HYD-005,No,Yes,0.44,Negative,Gujarat,Small Business Owner
Male,Yes,1,Not Graduate,Salaried,74422,50924,2760956,240,1,Semiurban,32,Approved,685,1504152,0.252,Home,31594,0,0,1,4981753,No,Unknown,55346,Private,HYD-005,Yes,Yes,1.836,Positive,Tamil Nadu,Delivery Partner
Male,No,0,Graduate,Salaried,47829,0,408587,36,0,Rural,28,Approved,552,573948,0.0,Renovation,0,0,0,1,1351725,No,Sibling,19023,MNC,KOL-004,Yes,No,0.712,Neutral,Tamil Nadu,Customer Support Executive
Female,Yes,1,Not Graduate,Salaried,51767,68802,772204,36,1,Urban,37,Approved,632,1446828,0.158,Auto,19102,0,0,3,4778205,Yes,Spouse,55145,MNC,DEL-001,Yes,Yes,0.534,Negative,Delhi,Customer Support Executive
Male,Yes,0,Graduate,Unemployed,7533,0,337979,60,0,Semiurban,18,Approved,756,90396,0.0,Education,0,1,1,0,905629,No,Friend,6473,Government,MUM-002,Yes,Yes,3.739,Negative,Gujarat,IT Consultant
Male,Yes,3,Graduate,Salaried,57236,0,230665,36,1,Rural,52,Approved,764,686832,0.727,Auto,41587,1,0,1,2075784,No,Parent,23905,Government,BLR-003,Yes,Yes,0.336,Neutral,Uttar Pradesh,Driver
Male,No,1,Not Graduate,Salaried,86597,40640,1095183,60,1,Urban,27,Approved,717,1526844,0.356,Auto,45243,0,0,0,5292625,No,Friend,57092,MNC,HYD-005,Yes,Yes,0.717,Positive,Uttar Pradesh,Electrician
Female,Yes,2,Graduate,Self-Employed,43152,0,136852,12,0,Semiurban,37,Rejected,553,517824,0.0,Renovation,0,1,2,4,1730168,Yes,Unknown,21050,Private,MUM-002,Yes,Yes,0.264,Neutral,Punjab,Chartered Accountant
Male,No,2,Graduate,Salaried,60475,0,498727,48,1,Rural,29,Approved,714,725700,0.725,Medical,43873,2,0,0,1973393,No,Sibling,26270,Public,PUNE-006,Yes,Yes,0.687,Neutral,Punjab,Factory Worker
Male,No,0,Graduate,Salaried,74058,31724,971018,240,1,Semiurban,40,Approved,605,1269384,0.025,Business,2628,1,0,2,3337201,No,Parent,52057,Startup,KOL-004,Yes,Yes,0.765,Negative,West Bengal,Shopkeeper
Male,Yes,0,Graduate,Self-Employed,97964,0,295232,60,1,Rural,29,Approved,728,1175568,0.149,Education,14633,1,0,2,3864036,No,Company,43942,MNC,BLR-003,No,Yes,0.251,Positive,Tamil Nadu,Software Engineer
Female,Yes,0,Not Graduate,Salaried,18263,0,2657792,300,0,Semiurban,27,Rejected,553,219156,1.946,Home,35544,1,0,2,1187081,No,Parent,8866,MNC,PUNE-006,No,Yes,12.127,Negative,Tamil Nadu,Civil Engineer
Female,Yes,0,Graduate,Unemployed,3343,0,2279459,360,1,Rural,40,Rejected,702,40116,4.821,Business,16116,2,0,0,512068,No,Friend,2000,Government,PUNE-006,No,Yes,56.822,Neutral,Karnataka,Bank Officer
Male,Yes,2,Graduate,Salaried,86867,0,2044818,240,1,Semiurban,38,Approved,748,1042404,0.0,Business,0,3,0,1,3263669,Yes,Company,39967,Startup,DEL-001,Yes,Yes,1.962,Positive,Karnataka,Factory Worker
Male,No,1,Graduate,Salaried,78308,15905,5538569,120,1,Rural,26,Rejected,657,1130556,0.371,Home,34945,0,0,7,4709999,No,Spouse,40560,Government,DEL-001,No,No,4.899,Negative,Maharashtra,Government Officer
Male,No,0,Not Graduate,Salaried,33336,0,1149667,72,1,Urban,30,Approved,650,400032,0.554,Auto,18482,3,0,0,1403447,Yes,Friend,18310,Startup,DEL-001,Yes,Yes,2.874,Neutral,Karnataka,Software Engineer
Male,No,0,Graduate,Self-Employed,30265,0,250969,48,1,Semiurban,49,Approved,693,363180,0.008,Medical,234,1,0,1,1459375,No,Spouse,6937,Public,PUNE-006,Yes,Yes,0.691,Positive,Tamil Nadu,Farmer
Male,No,2,Not Graduate,Salaried,62415,0,169840,180,1,Semiurban,37,Approved,739,748980,0.174,Business,10840,0,0,3,3307802,No,Parent,38151,Private,KOL-004,No,Yes,0.227,Positive,West Bengal,Farmer
Male,Yes,0,Graduate,Salaried,66977,0,5255159,300,1,Urban,37,Approved,723,803724,0.311,Home,20863,0,0,9,2607445,No,Spouse,31865,Startup,BLR-003,Yes,Yes,6.539,Negative,Tamil Nadu,Delivery Partner
Male,Yes,3,Not Graduate,Unemployed,3727,0,525291,60,1,Urban,25,Approved,697,44724,0.0,Medical,0,0,0,5,711289,No,Friend,2000,Startup,CHN-007,No,Yes,11.745,Neutral,Gujarat,Civil Engineer
Male,No,2,Graduate,Salaried,38919,0,644232,24,0,Rural,57,Approved,568,467028,0.0,Renovation,0,0,0,4,1275747,No,Unknown,14877,Public,KOL-004,Yes,No,1.379,Negative,Karnataka,Shopkeeper
Male,Yes,0,Not Graduate,Salaried,22077,0,1595837,240,1,Urban,42,Rejected,744,264924,1.104,Business,24365,0,0,9,641784,No,Parent,9193,Startup,CHN-007,Yes,No,6.024,Negative,Delhi,Nurse
Female,Yes,2,Graduate,Self-Employed,59358,0,4060515,300,1,Semiurban,27,Rejected,853,712296,1.19,Home,70664,2,0,9,3198883,No,Sibling,22853,Government,BLR-003,Yes,No,5.701,Positive,Telangana,Bank Officer
Male,Yes,2,Graduate,Unemployed,0,0,4765490,300,1,Semiurban,19,Rejected,697,0,11332.0,Home,11332,0,0,1,0,No,Unknown,0,Government,DEL-001,Yes,Yes,100.0,Positive,Maharashtra,Small Business Owner
Female,Yes,3,Not Graduate,Salaried,79411,75433,5852026,360,1,Urban,41,Approved,622,1858128,0.204,Home,31599,1,0,6,6249631,Yes,Company,66831,Startup,PUNE-006,Yes,Yes,3.149,Negative,Delhi,Factory Worker
Male,Yes,0,Graduate,Self-Employed,43248,0,1037169,120,1,Semiurban,36,Approved,687,518976,0.658,Business,28449,0,0,5,1816980,Yes,Unknown,22889,Private,MUM-002,Yes,Yes,1.998,Negative,West Bengal,Delivery Partner
Male,No,3,Not Graduate,Self-Employed,9265,0,3320580,240,1,Rural,49,Rejected,750,111180,1.094,Business,10139,0,0,0,314373,Yes,Unknown,2000,MNC,BLR-003,Yes,Yes,29.867,Negative,Uttar Pradesh,Bank Officer
Male,Yes,0,Graduate,Salaried,51832,0,13790960,360,1,Semiurban,46,Rejected,685,621984,1.002,Home,51916,1,0,3,1603505,No,Spouse,26734,Startup,KOL-004,Yes,Yes,22.173,Positive,Kerala,Delivery Partner
Female,Yes,0,Graduate,Unemployed,3570,0,214896,48,0,Rural,39,Rejected,483,42840,9.147,Education,32654,1,0,1,0,Yes,Unknown,3570,Government,CHN-007,Yes,Yes,5.016,Neutral,Kerala,Government Officer
Male,Yes,1,Graduate,Salaried,38591,0,177546,12,1,Rural,45,Approved,642,463092,1.045,Personal,40340,0,0,3,2254683,No,Unknown,17488,Government,PUNE-006,Yes,No,0.383,Neutral,Punjab,IT Consultant
Male,Yes,1,Graduate,Salaried,43309,0,54642,36,1,Semiurban,24,Approved,809,519708,0.7,Medical,30313,1,0,7,1528992,No,Friend,16937,Government,HYD-005,Yes,Yes,0.105,Positive,Kerala,Nurse
Female,Yes,2,Graduate,Salaried,33435,0,957182,36,1,Semiurban,39,Rejected,654,401220,1.036,Education,34636,0,0,3,715557,Yes,Sibling,22871,Startup,PUNE-006,Yes,Yes,2.386,Positive,Maharashtra,Government Officer
